TRDTYPE,USASTATE,COMMODITY2,DISAGMOT,MEXSTATE,CANPROV,COUNTRY,VALUE,SHIPWT,FREIGHT_CHARGES,DF,CONTCODE,MONTH,YEAR
2,MN,76,5,,XA,1220,298278,137016,2253,,0,01,2015
2,MN,76,5,,XC,1220,124839,10564,1765,,0,01,2015
2,MN,76,5,,XM,1220,399081,176884,1990,,0,01,2015
2,MN,76,5,,XO,1220,941373,374725,8026,,0,01,2015
2,MN,76,5,,XQ,1220,956785,290381,7303,,0,01,2015
2,MN,76,5,,XS,1220,431723,151402,1670,,0,01,2015
2,MN,76,6,,XA,1220,323406,264412,1591,,0,01,2015
2,MN,76,6,,XO,1220,30666,18797,500,,0,01,2015
2,MN,78,5,,XM,1220,10350,9746,106,,0,01,2015
2,MN,78,5,,XO,1220,51161,19789,393,,0,01,2015
2,MN,78,6,,XA,1220,4611,5228,18,,0,01,2015
2,MN,79,5,,XM,1220,546267,223258,2600,,0,01,2015
2,MN,79,5,,XO,1220,81838,15210,400,,0,01,2015
2,MN,82,3,,XO,1220,51546,1381,2733,,0,01,2015
2,MN,82,3,,XQ,1220,20572,345,1103,,0,01,2015
2,MN,82,5,,,2010,97901,24199,981,,0,01,2015
2,MN,82,5,,XC,1220,6157,88,65,,0,01,2015
2,MN,82,5,,XM,1220,22947,819,44,,0,01,2015
2,MN,82,5,,XO,1220,76854,7362,907,,0,01,2015
2,MN,82,5,,XQ,1220,83183,3462,1944,,0,01,2015
2,MN,83,3,,XO,1220,9134,2,160,,0,01,2015
2,MN,83,5,,,2010,12018,1034,14,,0,01,2015
2,MN,83,5,,XA,1220,3043,125,80,,0,01,2015
2,MN,83,5,,XC,1220,3108,45,31,,0,01,2015
2,MN,83,5,,XM,1220,265095,29510,1995,,0,01,2015
2,MN,83,5,,XO,1220,721100,50315,5119,,0,01,2015
2,MN,84,1,,,2010,554875,5970,4019,,1,01,2015
2,MN,84,3,,,2010,735705,6425,14931,,0,01,2015
2,MN,84,3,,XA,1220,36767,1155,3192,,0,01,2015
2,MN,84,3,,XC,1220,147222,938,4851,,0,01,2015
2,MN,84,3,,XM,1220,2248,89,498,,0,01,2015
2,MN,84,3,,XO,1220,871100,1740,16350,,0,01,2015
2,MN,84,3,,XQ,1220,933308,352,4686,,0,01,2015
2,MN,84,3,,XS,1220,34115,1348,650,,0,01,2015
2,MN,84,5,,,2010,44021666,5078377,136121,,0,01,2015
2,MN,84,5,,XA,1220,598576,78297,8094,,0,01,2015
2,MN,84,5,,XB,1220,119359,2461,259,,0,01,2015
2,MN,84,5,,XC,1220,645021,24091,5583,,0,01,2015
2,MN,84,5,,XM,1220,3045120,555402,13566,,0,01,2015
2,MN,84,5,,XN,1220,13324,12415,163,,0,01,2015
2,MN,84,5,,XO,1220,9430781,683391,80191,,0,01,2015
2,MN,84,5,,XP,1220,5698,2,29,,0,01,2015
2,MN,84,5,,XQ,1220,5042539,660388,36823,,0,01,2015
2,MN,84,5,,XS,1220,749404,177787,2404,,0,01,2015
2,MN,85,1,,XO,1220,16807666,32582,37153,,1,01,2015
2,MN,85,3,,,2010,507274,2883,17002,,0,01,2015
2,MN,85,3,,XA,1220,55008,152,1327,,0,01,2015
2,MN,85,3,,XB,1220,46361,174,3367,,0,01,2015
2,MN,85,3,,XC,1220,103677,379,3591,,0,01,2015
2,MN,85,3,,XM,1220,7769,86,378,,0,01,2015
2,MN,85,3,,XN,1220,5223,31,500,,0,01,2015
2,MN,85,3,,XO,1220,1841513,2469,20049,,0,01,2015
2,MN,85,3,,XQ,1220,587422,543,6313,,0,01,2015
2,MN,85,5,,,2010,24248906,1339709,137068,,0,01,2015
2,MN,85,5,,XA,1220,66624,944,742,,0,01,2015
2,MN,85,5,,XC,1220,385928,2768,1851,,0,01,2015
2,MN,85,5,,XM,1220,2435511,393622,2341,,0,01,2015
2,MN,85,5,,XN,1220,56124,483,71,,0,01,2015
2,MN,85,5,,XO,1220,3406094,170603,22707,,0,01,2015
2,MN,85,5,,XQ,1220,875760,35215,8088,,0,01,2015
2,MN,85,5,,XS,1220,343842,63745,849,,0,01,2015
2,MN,86,5,,XM,1220,12454,2245,351,,0,01,2015
2,MN,86,5,,XQ,1220,2604,544,76,,0,01,2015
2,MN,86,6,,XM,1220,26068,47628,500,,0,01,2015
2,MN,86,6,,XO,1220,88900,102421,3895,,1,01,2015
2,MN,86,6,,XQ,1220,22225,25492,970,,0,01,2015
2,MN,87,1,,XO,1220,5091,157,165,,1,01,2015
2,MN,87,3,,XC,1220,3516,46,650,,0,01,2015
2,MN,87,3,,XO,1220,80955,9037,716,,0,01,2015
2,MN,87,3,,XQ,1220,3300,31,500,,0,01,2015
2,MN,87,5,,,2010,25530803,2443468,160265,,0,01,2015
2,MN,87,5,,XA,1220,88948,6432,908,,0,01,2015
2,MN,87,5,,XB,1220,38220,5869,263,,0,01,2015
2,MN,87,5,,XC,1220,100356,20539,379,,0,01,2015
2,MN,87,5,,XM,1220,20807262,1115347,13993,,0,01,2015
2,MN,87,5,,XO,1220,2504218,278672,26162,,0,01,2015
2,MN,87,5,,XQ,1220,5165035,634923,16520,,0,01,2015
2,MN,87,5,,XS,1220,140620,5002,2,,0,01,2015
2,MN,87,6,,,2010,19364,22280,480,,0,01,2015
2,MN,87,6,,XO,1220,2009,461,151,,0,01,2015
2,MN,88,3,,,2010,2500,6,0,,0,01,2015
2,MN,88,3,,XO,1220,12525,6,941,,0,01,2015
2,MN,88,3,,XQ,1220,104337,90,1217,,0,01,2015
2,MN,88,5,,XA,1220,2240,28,125,,0,01,2015
2,MN,88,5,,XO,1220,313396,1367,460,,0,01,2015
2,MN,89,5,,XC,1220,59521,1823,123,,0,01,2015
2,MN,89,5,,XQ,1220,660054,37351,1007,,0,01,2015
2,MN,90,3,,,2010,917505,1149,7905,,0,01,2015
2,MN,90,3,,XA,1220,191704,1606,3125,,0,01,2015
2,MN,90,3,,XB,1220,11241,24,125,,0,01,2015
2,MN,90,3,,XC,1220,135817,398,3650,,0,01,2015
2,MN,90,3,,XO,1220,2640788,3063,10727,,0,01,2015
2,MN,90,3,,XQ,1220,184673,1803,3157,,0,01,2015
2,MN,90,5,,,2010,22434105,245268,22268,,0,01,2015
2,MN,90,5,,XA,1220,95378,1284,908,,0,01,2015
2,MN,90,5,,XC,1220,121416,3525,1764,,0,01,2015
2,MN,90,5,,XM,1220,206775,4282,608,,0,01,2015
2,MN,90,5,,XO,1220,335069,5041,2504,,0,01,2015
2,MN,90,5,,XQ,1220,539312,14166,4988,,0,01,2015
2,MN,90,5,,XS,1220,247647,2209,322,,0,01,2015
2,MN,91,5,,,2010,2154,50,2,,0,01,2015
2,MN,92,3,,XC,1220,2660,10,446,,0,01,2015
2,MN,92,5,,XC,1220,2574,11,103,,0,01,2015
2,MN,93,5,,XO,1220,154062,8013,248,,0,01,2015
2,MN,94,3,,,2010,3000,78,650,,0,01,2015
2,MN,94,3,,XA,1220,3629,100,450,,0,01,2015
2,MN,94,3,,XC,1220,2419,7,0,,0,01,2015
2,MN,94,3,,XO,1220,8641,546,1000,,0,01,2015
2,MN,94,5,,,2010,2017110,532316,27302,,0,01,2015
2,MN,94,5,,XA,1220,43414,13282,1238,,0,01,2015
2,MN,94,5,,XC,1220,111879,11872,999,,0,01,2015
2,MN,94,5,,XM,1220,183609,20417,1275,,0,01,2015
2,MN,94,5,,XO,1220,2264081,270540,16037,,0,01,2015
2,MN,94,5,,XQ,1220,825445,127163,16474,,0,01,2015
2,MN,95,3,,,2010,19740,1005,650,,0,01,2015
2,MN,95,5,,,2010,42170,3100,186,,0,01,2015
2,MN,95,5,,XA,1220,8080,80,200,,0,01,2015
2,MN,95,5,,XC,1220,60284,3331,1067,,0,01,2015
2,MN,95,5,,XM,1220,4615,41,109,,0,01,2015
2,MN,95,5,,XO,1220,43174,4408,969,,0,01,2015
2,MN,95,5,,XQ,1220,160725,14103,3991,,0,01,2015
2,MN,96,5,,,2010,4070,1440,774,,0,01,2015
2,MN,96,5,,XO,1220,30482,7129,524,,0,01,2015
2,MN,96,5,,XQ,1220,269212,115128,4969,,0,01,2015
2,MN,96,6,,,2010,4070,1440,1116,,0,01,2015
2,MN,97,3,,XO,1220,8298,26,500,,0,01,2015
2,MN,98,3,,,2010,487176,2588,19318,,0,01,2015
2,MN,98,3,,XC,1220,3400,12,128,,0,01,2015
2,MN,98,3,,XO,1220,1475395,4473,36945,,0,01,2015
2,MN,98,3,,XQ,1220,2250,1,410,,0,01,2015
2,MN,98,5,,,2010,3597455,205724,18069,,0,01,2015
2,MN,98,5,,XA,1220,8100,481,1,,0,01,2015
2,MN,98,5,,XM,1220,255414,3012,283,,0,01,2015
2,MN,98,5,,XO,1220,10036673,1416887,68667,,0,01,2015
2,MN,98,5,,XQ,1220,7690,8,80,,0,01,2015
2,MN,98,6,,,2010,9360,8346,54,,0,01,2015
2,MN,98,6,,XO,1220,96073,59375,300,,0,01,2015
2,MN,98,6,,XO,1220,21384,27216,1138,,1,01,2015
2,MN,98,8,,XO,1220,13646398,32208151,232751,,0,01,2015
2,MO,01,5,,XM,1220,122500,22782,100,,0,01,2015
2,MO,01,5,,XO,1220,194467,2413,139,,0,01,2015
2,MO,01,5,,XS,1220,24170,1542,100,,0,01,2015
2,MO,02,5,,XA,1220,378485,70772,400,,0,01,2015
2,MO,02,5,,XO,1220,100520,54991,2075,,0,01,2015
2,MO,02,5,,XQ,1220,8413,1691,1400,,0,01,2015
2,MO,03,5,,XB,1220,118303,11622,279,,0,01,2015
2,MO,04,5,,XO,1220,69774,1697,450,,0,01,2015
2,MO,05,5,,XQ,1220,91246,39990,3738,,0,01,2015
2,MO,06,5,,XO,1220,68311,49497,590,,0,01,2015
2,MO,07,5,,,2010,878740,400755,15667,,0,01,2015
2,MO,07,5,,XB,1220,17984,57288,3040,,0,01,2015
2,MO,07,5,,XN,1220,9480,9299,900,,0,01,2015
2,MO,07,5,,XO,1220,374577,230330,4959,,0,01,2015
2,MO,07,5,,XQ,1220,13313,50009,690,,0,01,2015
2,MO,07,5,,XS,1220,110510,253226,8238,,0,01,2015
2,MO,07,6,,XS,1220,43051,177520,100,,0,01,2015
2,MO,09,5,,XO,1220,36684,8229,893,,0,01,2015
2,MO,09,5,,XQ,1220,2106,196,137,,0,01,2015
2,MO,10,5,,XA,1220,32083,167000,717,,0,01,2015
2,MO,10,5,,XM,1220,46099,76889,726,,0,01,2015
2,MO,10,5,,XO,1220,108081,305110,11,,0,01,2015
2,MO,10,5,,XS,1220,13601,19958,100,,0,01,2015
2,MO,10,6,,XA,1220,1046017,2466331,25000,,0,01,2015
2,MO,10,6,,XC,1220,128934,269925,3,,0,01,2015
2,MO,10,6,,XO,1220,1970068,6498640,35700,,0,01,2015
2,MO,10,6,,XS,1220,565761,1272237,311,,0,01,2015
2,MO,11,5,,XA,1220,40356,76114,1692,,0,01,2015
2,MO,11,5,,XB,1220,24462,22680,100,,0,01,2015
2,MO,11,5,,XM,1220,221070,414489,2500,,0,01,2015
2,MO,11,5,,XO,1220,515220,988755,4861,,0,01,2015
2,MO,11,5,,XS,1220,85992,101741,2641,,0,01,2015
2,MO,11,6,,XM,1220,330650,704469,1900,,0,01,2015
2,MO,11,6,,XS,1220,369098,631776,700,,0,01,2015
2,MO,12,5,,XA,1220,143875,146783,1521,,0,01,2015
2,MO,12,5,,XB,1220,121079,79832,1700,,0,01,2015
2,MO,12,5,,XM,1220,1902255,1018395,1265,,0,01,2015
2,MO,12,5,,XN,1220,20958,19051,100,,0,01,2015
2,MO,12,5,,XO,1220,8510,23000,100,,0,01,2015
2,MO,12,5,,XS,1220,20797,39892,650,,0,01,2015
2,MO,12,6,,XM,1220,131533,161250,200,,0,01,2015
2,MO,12,6,,XO,1220,518994,534551,1200,,0,01,2015
2,MO,12,6,,XS,1220,783237,788307,900,,0,01,2015
2,MO,13,5,,,2010,2755421,170371,9901,,0,01,2015
2,MO,13,5,,XO,1220,4175,181,1,,0,01,2015
2,MO,15,5,,XA,1220,54444,37550,400,,0,01,2015
2,MO,15,5,,XM,1220,449128,92164,5508,,0,01,2015
2,MO,15,5,,XN,1220,57615,3627,750,,0,01,2015
2,MO,15,5,,XO,1220,135801,129065,1646,,0,01,2015
2,MO,15,5,,XP,1220,232066,17373,657,,0,01,2015
2,MO,15,6,,XM,1220,55264,79447,850,,0,01,2015
2,MO,15,6,,XS,1220,517862,470771,600,,0,01,2015
2,MO,15,6,,XS,1220,1331025,1252258,7500,,1,01,2015
2,MO,16,5,,XO,1220,18779,2722,113,,0,01,2015
2,MO,16,5,,XQ,1220,303378,60380,14841,,0,01,2015
2,MO,17,5,,,2010,103269,36390,6486,,0,01,2015
2,MO,17,5,,XO,1220,103655,24384,1657,,0,01,2015
2,MO,17,5,,XQ,1220,111733,15542,477,,0,01,2015
2,MO,18,5,,XO,1220,988186,224816,5800,,0,01,2015
2,MO,18,5,,XQ,1220,107165,38221,667,,0,01,2015
2,MO,19,5,,,2010,83096,37523,1030,,0,01,2015
2,MO,19,5,,XA,1220,5007,692,150,,0,01,2015
2,MO,19,5,,XM,1220,504449,13044,105,,0,01,2015
2,MO,19,5,,XO,1220,1366861,412894,18690,,0,01,2015
2,MO,19,5,,XQ,1220,140320,88154,8130,,0,01,2015
2,MO,20,5,,XA,1220,22567,29114,400,,0,01,2015
2,MO,20,5,,XC,1220,7016,1894,3,,0,01,2015
2,MO,20,5,,XO,1220,205389,86315,14401,,0,01,2015
2,MO,20,5,,XP,1220,21941,19626,100,,0,01,2015
2,MO,21,5,,,2010,382521,55470,3689,,0,01,2015
2,MO,21,5,,XC,1220,7970,81,242,,0,01,2015
2,MO,21,5,,XO,1220,353216,191147,13473,,0,01,2015
2,MO,21,5,,XQ,1220,379841,134895,2501,,0,01,2015
2,MO,22,1,,XO,1220,23522,18160,200,,0,01,2015
2,MO,22,5,,,2010,625861,449304,12137,,0,01,2015
2,MO,22,5,,XA,1220,315592,300448,12000,,0,01,2015
2,MO,22,5,,XC,1220,17048,27117,149,,0,01,2015
2,MO,22,5,,XO,1220,250955,187947,7945,,0,01,2015
2,MO,22,5,,XQ,1220,127800,105815,10174,,0,01,2015
2,MO,22,5,,XQ,1220,48526,38867,3000,,1,01,2015
2,MO,22,6,,,2010,1057631,405480,21400,,1,01,2015
2,MO,22,6,,XA,1220,268897,172940,1600,,1,01,2015
2,MO,23,5,,XA,1220,150904,35879,863,,0,01,2015
2,MO,23,5,,XC,1220,42500,17962,100,,0,01,2015
2,MO,23,5,,XM,1220,596579,41522,20,,0,01,2015
2,MO,23,5,,XO,1220,54726,40517,3077,,0,01,2015
2,MO,23,5,,XQ,1220,1960585,1031580,1183,,0,01,2015
2,MO,23,5,,XS,1220,173803,224386,1100,,0,01,2015
2,MO,25,5,,,2010,59297,40000,600,,0,01,2015
2,MO,25,5,,XC,1220,5802,10307,50,,0,01,2015
2,MO,25,5,,XO,1220,61205,161511,6138,,0,01,2015
2,MO,25,5,,XS,1220,16834,41208,498,,0,01,2015
2,MO,25,6,,,2010,68777,552279,5692,,0,01,2015
2,MO,25,6,,XO,1220,87441,576965,6796,,0,01,2015
2,MO,25,6,,XO,1220,78857,670331,1500,,1,01,2015
2,MO,25,6,,XQ,1220,63000,163294,1000,,0,01,2015
2,MO,27,5,,XB,1220,8847,40024,300,,0,01,2015
2,MO,27,5,,XC,1220,2138,56,21,,0,01,2015
2,MO,27,5,,XM,1220,125623,579193,8129,,0,01,2015
2,MO,27,5,,XO,1220,358614,195441,9551,,0,01,2015
2,MO,27,5,,XQ,1220,113248,440360,9133,,0,01,2015
2,MO,27,5,,XS,1220,17126,88097,400,,0,01,2015
2,MO,27,6,,XA,1220,319826,999340,14700,,0,01,2015
2,MO,27,6,,XO,1220,377369,465080,14631,,0,01,2015
2,MO,27,6,,XO,1220,1037303,1611611,43974,,1,01,2015
2,MO,27,6,,XS,1220,704215,1161580,2800,,0,01,2015
2,MO,27,7,,XA,1220,39264647,130661162,5763799,,0,01,2015
2,MO,28,3,,XO,1220,917556,692,8700,,0,01,2015
2,MO,28,3,,XQ,1220,40720,107,4041,,0,01,2015
2,MO,28,5,,,2010,195692,273108,736,,0,01,2015
2,MO,28,5,,XO,1220,300765,123953,1892,,0,01,2015
2,MO,28,5,,XQ,1220,167928,240147,28500,,0,01,2015
2,MO,28,6,,,2010,634532,552064,1734,,0,01,2015
2,MO,28,6,,XC,1220,25075,85000,100,,0,01,2015
2,MO,28,6,,XO,1220,15978,442286,375,,0,01,2015
2,MO,28,6,,XO,1220,60366,70012,250,,1,01,2015
2,MO,28,6,,XQ,1220,33428,699971,3000,,1,01,2015
2,MO,29,3,,XA,1220,11400,2,900,,0,01,2015
2,MO,29,3,,XC,1220,195000,2,450,,0,01,2015
2,MO,29,3,,XO,1220,16531,4,1800,,0,01,2015
2,MO,29,3,,XP,1220,63043,37,1000,,0,01,2015
2,MO,29,5,,XO,1220,406487,122051,1764,,0,01,2015
2,MO,29,5,,XQ,1220,438362,452170,5735,,0,01,2015
2,MO,29,6,,XA,1220,5211393,4895502,22100,,1,01,2015
2,MO,29,6,,XQ,1220,602081,1820692,3500,,0,01,2015
2,MO,30,3,,XN,1220,6068,11,392,,0,01,2015
2,MO,30,5,,XM,1220,233000,7711,2,,0,01,2015
2,MO,30,5,,XO,1220,1805232,115836,799,,0,01,2015
2,MO,30,5,,XP,1220,334587,1139,1100,,0,01,2015
2,MO,30,5,,XQ,1220,5194,522,895,,0,01,2015
2,MO,31,5,,XS,1220,44924,79200,1300,,0,01,2015
2,MO,31,6,,XS,1220,10538994,30437231,163500,,0,01,2015
2,MO,32,5,,,2010,21684,1527,2500,,0,01,2015
2,MO,32,5,,,2010,60556,17416,3000,,1,01,2015
2,MO,32,5,,XO,1220,445559,108623,3725,,0,01,2015
2,MO,32,5,,XQ,1220,318313,122693,2920,,0,01,2015
2,MO,33,3,,XO,1220,71804,4062,1788,,0,01,2015
2,MO,33,5,,,2010,223725,16945,3070,,0,01,2015
2,MO,33,5,,XO,1220,265081,86722,2836,,0,01,2015
2,MO,33,5,,XQ,1220,58107,3698,357,,0,01,2015
2,MO,34,5,,,2010,535842,144469,2179,,0,01,2015
2,MO,34,5,,XC,1220,19848,1931,1624,,0,01,2015
2,MO,34,5,,XO,1220,309637,196490,7701,,0,01,2015
2,MO,34,5,,XQ,1220,10661,1376,70,,0,01,2015
2,MO,35,5,,XC,1220,3750,132,50,,0,01,2015
2,MO,35,5,,XO,1220,15843,3187,1,,0,01,2015
2,MO,35,5,,XP,1220,23166,5408,100,,0,01,2015
2,MO,35,5,,XQ,1220,5208,1513,18,,0,01,2015
2,MO,36,5,,,2010,100535,978,600,,0,01,2015
2,MO,38,3,,XO,1220,20478,2,450,,0,01,2015
2,MO,38,3,,XQ,1220,119960,47,5000,,0,01,2015
2,MO,38,5,,,2010,358672,47443,24062,,0,01,2015
2,MO,38,5,,XA,1220,305247,59580,1974,,0,01,2015
2,MO,38,5,,XC,1220,135894,23933,652,,0,01,2015
2,MO,38,5,,XO,1220,4412241,87335,7359,,0,01,2015
2,MO,38,5,,XO,1220,245226,76937,707,,1,01,2015
2,MO,38,5,,XQ,1220,42960,41052,1067,,0,01,2015
2,MO,38,5,,XS,1220,19845,36626,352,,0,01,2015
2,MO,38,6,,,2010,175503,892793,1982,,0,01,2015
2,MO,39,3,,,2010,29890,1303,2181,,0,01,2015
2,MO,39,3,,XM,1220,12857,1296,473,,0,01,2015
2,MO,39,3,,XO,1220,9952,74,1180,,0,01,2015
2,MO,39,3,,XQ,1220,2328,8,60,,0,01,2015
2,MO,39,3,,XW,1220,1661,37,108,,0,01,2015
2,MO,39,5,,,2010,5391779,1023428,49576,,0,01,2015
2,MO,39,5,,XA,1220,182156,62161,4980,,0,01,2015
2,MO,39,5,,XB,1220,59847,19539,1744,,0,01,2015
2,MO,39,5,,XC,1220,881268,292358,6139,,0,01,2015
2,MO,39,5,,XM,1220,430221,77965,3502,,0,01,2015
2,MO,39,5,,XN,1220,174557,20942,929,,0,01,2015
2,MO,39,5,,XO,1220,8256090,2174873,146143,,0,01,2015
2,MO,39,5,,XQ,1220,2941603,791855,46779,,0,01,2015
2,MO,39,5,,XS,1220,10014,320,224,,0,01,2015
2,MO,39,6,,,2010,28104,17050,698,,0,01,2015
2,MO,39,6,,,2010,3780,431,1077,,1,01,2015
2,MO,39,6,,XA,1220,1542216,1455458,20212,,0,01,2015
2,MO,39,6,,XA,1220,657210,441680,2000,,1,01,2015
2,MO,39,6,,XO,1220,504754,526870,3198,,0,01,2015
2,MO,39,6,,XO,1220,25000,17783,300,,1,01,2015
2,MO,39,6,,XQ,1220,1323640,613370,1400,,0,01,2015
2,MO,40,3,,,2010,10950,104,1300,,0,01,2015
2,MO,40,3,,XC,1220,307,1,38,,0,01,2015
2,MO,40,3,,XO,1220,5500,40,449,,0,01,2015
2,MO,40,3,,XQ,1220,5423,143,1150,,0,01,2015
2,MO,40,5,,,2010,994301,121464,8607,,0,01,2015
2,MO,40,5,,XA,1220,342,5,9,,0,01,2015
2,MO,40,5,,XM,1220,3534,72,150,,0,01,2015
2,MO,40,5,,XO,1220,1058513,190748,23970,,0,01,2015
2,MO,40,5,,XQ,1220,1728573,418042,46307,,0,01,2015
2,MO,40,5,,XS,1220,466,1,25,,0,01,2015
2,MO,40,6,,,2010,146500,20329,6877,,1,01,2015
2,MO,41,5,,,2010,31413,1100,630,,0,01,2015
2,MO,41,5,,XO,1220,58456,19786,500,,0,01,2015
2,MO,42,3,,,2010,7140,58,414,,0,01,2015
2,MO,42,5,,,2010,4822,44,215,,0,01,2015
2,MO,42,5,,XA,1220,323,4,33,,0,01,2015
2,MO,42,5,,XM,1220,1182,19,12,,0,01,2015
2,MO,42,5,,XQ,1220,36406,980,361,,0,01,2015
2,MO,43,5,,XA,1220,1000,73,20,,0,01,2015
2,MO,43,5,,XM,1220,2180,300,2,,0,01,2015
2,MO,43,5,,XQ,1220,8735,17,478,,0,01,2015
2,MO,44,5,,,2010,577283,1900129,16150,,0,01,2015
2,MO,44,5,,XA,1220,389034,827418,4156,,0,01,2015
2,MO,44,5,,XB,1220,125401,128620,10743,,0,01,2015
2,MO,44,5,,XC,1220,485374,320532,3714,,0,01,2015
2,MO,44,5,,XM,1220,6801,20865,250,,0,01,2015
2,MO,44,5,,XO,1220,444616,421501,5304,,0,01,2015
2,MO,44,5,,XQ,1220,417403,322835,12754,,0,01,2015
2,MO,44,5,,XS,1220,112961,273395,523,,0,01,2015
2,MO,44,6,,XA,1220,919969,1938417,58311,,0,01,2015
2,MO,44,6,,XB,1220,124913,240460,8025,,0,01,2015
2,MO,44,6,,XC,1220,4844083,10213170,353784,,0,01,2015
2,MO,44,6,,XM,1220,90616,322728,3400,,0,01,2015
2,MO,44,6,,XO,1220,572460,1462723,9050,,0,01,2015
2,MO,44,6,,XO,1220,15220,17786,300,,1,01,2015
2,MO,44,6,,XQ,1220,273892,505097,25110,,0,01,2015
2,MO,44,6,,XS,1220,120124,258986,4154,,0,01,2015
2,MO,47,5,,XQ,1220,820137,1483661,52096,,0,01,2015
2,MO,47,6,,XA,1220,2018985,3272239,20500,,1,01,2015
2,MO,47,6,,XQ,1220,48960,88043,704,,0,01,2015
2,MO,47,6,,XQ,1220,146563,263898,2112,,1,01,2015
2,MO,48,3,,,2010,2847,16,219,,0,01,2015
2,MO,48,3,,XO,1220,5970,31,157,,0,01,2015
2,MO,48,5,,,2010,346543,148181,9550,,0,01,2015
2,MO,48,5,,XA,1220,27557,10011,428,,0,01,2015
2,MO,48,5,,XC,1220,89905,119943,660,,0,01,2015
2,MO,48,5,,XM,1220,45679,38447,151,,0,01,2015
2,MO,48,5,,XO,1220,1490113,776567,29188,,0,01,2015
2,MO,48,5,,XO,1220,115758,77744,3408,,1,01,2015
2,MO,48,5,,XQ,1220,2625141,2458425,87548,,0,01,2015
2,MO,48,6,,XA,1220,299618,584753,17150,,0,01,2015
2,MO,48,6,,XC,1220,156063,245213,1200,,0,01,2015
2,MO,48,6,,XO,1220,676850,1176021,43085,,0,01,2015
2,MO,48,6,,XQ,1220,148312,214235,8493,,0,01,2015
2,MO,48,6,,XQ,1220,1353829,1395217,67690,,1,01,2015
2,MO,49,3,,XM,1220,28584,205,1088,,0,01,2015
2,MO,49,5,,XC,1220,66704,812,50,,0,01,2015
2,MO,49,5,,XM,1220,60369,6421,340,,0,01,2015
2,MO,49,5,,XO,1220,424525,33166,5260,,0,01,2015
2,MO,49,5,,XQ,1220,749777,243141,4230,,0,01,2015
2,MO,55,5,,XQ,1220,47103,11612,2293,,0,01,2015
2,MO,56,3,,XQ,1220,1011,4,0,,0,01,2015
2,MO,56,5,,,2010,482929,160814,9950,,0,01,2015
2,MO,56,5,,XN,1220,1179,88,150,,0,01,2015
2,MO,56,5,,XO,1220,100697,11786,353,,0,01,2015
2,MO,56,5,,XQ,1220,32671,6280,1066,,0,01,2015
2,MO,57,5,,,2010,2299,140,200,,0,01,2015
2,MO,57,5,,XQ,1220,2357,14,15,,0,01,2015
2,MO,58,5,,,2010,52367,4227,900,,0,01,2015
2,MO,58,5,,XO,1220,3024,458,200,,0,01,2015
2,MO,58,5,,XQ,1220,11227,3992,157,,0,01,2015
2,MO,59,3,,XQ,1220,6001,49,515,,0,01,2015
2,MO,59,5,,,2010,5256,384,905,,0,01,2015
2,MO,59,5,,XO,1220,14275,960,340,,0,01,2015
2,MO,59,5,,XQ,1220,1037,8,82,,0,01,2015
2,MO,60,5,,XN,1220,1500,85,600,,0,01,2015
2,MO,61,3,,,2010,3357,127,0,,0,01,2015
2,MO,61,5,,,2010,5049,1237,1500,,0,01,2015
2,MO,61,5,,XM,1220,1290,26,14,,0,01,2015
2,MO,61,5,,XO,1220,17909,355,923,,0,01,2015
2,MO,61,5,,XQ,1220,16252,176,187,,0,01,2015
2,MO,61,5,,XS,1220,287,1,16,,0,01,2015
2,MO,62,3,,XO,1220,3500,2,74,,0,01,2015
2,MO,62,5,,XO,1220,1623,4,45,,0,01,2015
2,MO,63,3,,XO,1220,768,26,122,,0,01,2015
2,MO,63,5,,,2010,4986,4568,94,,0,01,2015
2,MO,63,5,,,2010,25322,3087,170,,1,01,2015
2,MO,63,5,,XM,1220,5530,57,317,,0,01,2015
2,MO,63,5,,XO,1220,5018,219,152,,0,01,2015
2,MO,63,5,,XQ,1220,20556,1206,103,,0,01,2015
2,MO,64,3,,,2010,5093,238,650,,0,01,2015
2,MO,64,5,,XO,1220,69143,3722,690,,0,01,2015
2,MO,65,5,,,2010,16637,726,350,,0,01,2015
2,MO,66,5,,XM,1220,5046,262,117,,0,01,2015
2,MO,67,5,,,2010,750,106,6,,0,01,2015
2,MO,68,5,,,2010,2400342,187567,6590,,0,01,2015
2,MO,68,5,,XA,1220,41895,6441,1200,,0,01,2015
2,MO,68,5,,XC,1220,62965,21111,197,,0,01,2015
2,MO,68,5,,XO,1220,207291,276628,4852,,0,01,2015
2,MO,68,5,,XQ,1220,42875,35959,242,,0,01,2015
2,MO,69,3,,,2010,2100,13,0,,0,01,2015
2,MO,69,5,,,2010,3449,185,606,,0,01,2015
2,MO,69,5,,XC,1220,21321,555,238,,0,01,2015
2,MO,69,5,,XO,1220,17796,12565,1280,,0,01,2015
2,MO,69,6,,,2010,59270,271792,520,,1,01,2015
2,MO,70,3,,,2010,16110,504,1213,,0,01,2015
2,MO,70,3,,XC,1220,26400,762,2343,,0,01,2015
2,MO,70,5,,,2010,5152703,8838119,32890,,0,01,2015
2,MO,70,5,,XO,1220,250452,93634,3224,,0,01,2015
2,MO,70,5,,XQ,1220,32133,18952,500,,0,01,2015
2,MO,71,3,,XO,1220,149606,122,4140,,0,01,2015
2,MO,72,5,,,2010,840088,728857,8448,,0,01,2015
